0.0, 0.0
1e-13, 8.881784197001252e-16
2e-13, 1.7763568394002505e-15
4e-13, 3.552713678800501e-15
8e-13, 6.217248937900877e-15
1.6e-12, 7.993605777301127e-15
3.2e-12, 8.881784197001252e-15
6.4e-12, 7.993605777301127e-15
1.28e-11, 6.217248937900877e-15
2.28e-11, 6.217248937900877e-15
3.28e-11, 6.217248937900877e-15
4.28e-11, 6.217248937900877e-15
5.2799999999999995e-11, 6.217248937900877e-15
6.279999999999999e-11, 6.217248937900877e-15
7.28e-11, 6.217248937900877e-15
8.28e-11, 6.217248937900877e-15
9.28e-11, 6.217248937900877e-15
1.0280000000000001e-10, 6.217248937900877e-15
1.1280000000000001e-10, 6.217248937900877e-15
1.228e-10, 6.217248937900877e-15
1.328e-10, 6.217248937900877e-15
1.428e-10, 6.217248937900877e-15
1.5279999999999998e-10, 6.217248937900877e-15
1.6279999999999997e-10, 6.217248937900877e-15
1.7279999999999996e-10, 6.217248937900877e-15
1.8279999999999995e-10, 6.217248937900877e-15
1.9279999999999994e-10, 6.217248937900877e-15
2.0279999999999994e-10, 6.217248937900877e-15
2.1279999999999993e-10, 6.217248937900877e-15
2.2279999999999992e-10, 6.217248937900877e-15
2.327999999999999e-10, 6.217248937900877e-15
2.4279999999999993e-10, 6.217248937900877e-15
2.5279999999999994e-10, 6.217248937900877e-15
2.6279999999999996e-10, 6.217248937900877e-15
2.728e-10, 6.217248937900877e-15
2.828e-10, 6.217248937900877e-15
2.928e-10, 6.217248937900877e-15
3.0280000000000003e-10, 6.217248937900877e-15
3.1280000000000005e-10, 6.217248937900877e-15
3.2280000000000006e-10, 6.217248937900877e-15
3.328000000000001e-10, 6.217248937900877e-15
3.428000000000001e-10, 6.217248937900877e-15
3.528000000000001e-10, 6.217248937900877e-15
3.6280000000000013e-10, 6.217248937900877e-15
3.7280000000000015e-10, 6.217248937900877e-15
3.8280000000000017e-10, 6.217248937900877e-15
3.928000000000002e-10, 6.217248937900877e-15
4.028000000000002e-10, 6.217248937900877e-15
4.128000000000002e-10, 6.217248937900877e-15
4.2280000000000024e-10, 6.217248937900877e-15
4.3280000000000025e-10, 6.217248937900877e-15
4.4280000000000027e-10, 6.217248937900877e-15
4.528000000000003e-10, 6.217248937900877e-15
4.628000000000003e-10, 6.217248937900877e-15
4.728000000000003e-10, 6.217248937900877e-15
4.828000000000002e-10, 6.217248937900877e-15
4.928000000000002e-10, 6.217248937900877e-15
5.028000000000002e-10, 6.217248937900877e-15
5.128000000000001e-10, 6.217248937900877e-15
5.228000000000001e-10, 6.217248937900877e-15
5.328000000000001e-10, 6.217248937900877e-15
5.428e-10, 6.217248937900877e-15
5.528e-10, 6.217248937900877e-15
5.628e-10, 6.217248937900877e-15
5.727999999999999e-10, 6.217248937900877e-15
5.827999999999999e-10, 6.217248937900877e-15
5.927999999999999e-10, 6.217248937900877e-15
6.027999999999998e-10, 6.217248937900877e-15
6.127999999999998e-10, 6.217248937900877e-15
6.227999999999998e-10, 6.217248937900877e-15
6.327999999999997e-10, 6.217248937900877e-15
6.427999999999997e-10, 6.217248937900877e-15
6.527999999999996e-10, 6.217248937900877e-15
6.627999999999996e-10, 6.217248937900877e-15
6.727999999999996e-10, 6.217248937900877e-15
6.827999999999995e-10, 6.217248937900877e-15
6.927999999999995e-10, 6.217248937900877e-15
7.027999999999995e-10, 6.217248937900877e-15
7.127999999999994e-10, 6.217248937900877e-15
7.227999999999994e-10, 6.217248937900877e-15
7.327999999999994e-10, 6.217248937900877e-15
7.427999999999993e-10, 6.217248937900877e-15
7.527999999999993e-10, 6.217248937900877e-15
7.627999999999993e-10, 6.217248937900877e-15
7.727999999999992e-10, 6.217248937900877e-15
7.827999999999992e-10, 6.217248937900877e-15
7.927999999999992e-10, 6.217248937900877e-15
8.027999999999991e-10, 6.217248937900877e-15
8.127999999999991e-10, 6.217248937900877e-15
8.227999999999991e-10, 6.217248937900877e-15
8.32799999999999e-10, 6.217248937900877e-15
8.42799999999999e-10, 6.217248937900877e-15
8.52799999999999e-10, 6.217248937900877e-15
8.627999999999989e-10, 6.217248937900877e-15
8.727999999999989e-10, 6.217248937900877e-15
8.827999999999989e-10, 6.217248937900877e-15
8.927999999999988e-10, 6.217248937900877e-15
9.027999999999988e-10, 6.217248937900877e-15
9.127999999999988e-10, 6.217248937900877e-15
9.227999999999987e-10, 6.217248937900877e-15
9.327999999999987e-10, 6.217248937900877e-15
9.427999999999986e-10, 6.217248937900877e-15
9.527999999999986e-10, 6.217248937900877e-15
9.627999999999986e-10, 6.217248937900877e-15
9.727999999999985e-10, 6.217248937900877e-15
9.827999999999985e-10, 6.217248937900877e-15
9.927999999999985e-10, 6.217248937900877e-15
1e-09, 5.329070518200751e-15
